Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Investor 1,Investor 2,Investor 3,Investor 4,No of Investors
Mynt,$2B,01-11-2021,Fintech,Taguig City,Philippines,Asia,2015,$475M,Insight Partners, Warburg Pincus, Ayala Corporation,,3
Neo4j,$2B,17-06-2021,Data management & analytics,San Mateo,United States,North America,2007,$408M,Eight Roads Ventures, One Peak Partners, Creandum,,3
Netlify,$2B,17-11-2021,Internet software & services,San Francisco,United States,North America,2014,$202M,Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures,,3
OCSiAl,$2B,04-03-2019,Other,Leudelange,Luxembourg,Europe,2012,$285M,A&NN, Rusnano,,,2
Opay,$2B,23-08-2021,Fintech,Lagos,Nigeria,Africa,2018,$570M,Sequoia Capital China, Source Code Capital, Redpoint Ventures China,,3
Pipe,$2B,19-05-2021,Fintech,Miami,United States,North America,2019,$566M,next47, MaC Venture Capital, FinVC,,3
Preferred Networks,$2B,17-05-2018,Artificial intelligence,Tokyo,Japan,Asia,2014,$147M,Toyota Motor Corporation, Mizuho Financial Group, FANUC,,3
Quora,$2B,21-04-2017,Internet software & services,Mountain View,United States,North America,2009,$226M,Y Combinator, Matrix Partners, Benchmark,,3
Redis Labs,$2B,25-08-2020,Data management & analytics,Mountain View,United States,North America,2011,$356M,Viola Ventures, Dell Technologies Capital, Bain Capital Ventures,,3
SmartNews,$2B,05-08-2019,Mobile & telecommunications,Tokyo,Japan,Asia,2012,$410M,Japan Post Capital, Globis Capital Partners, Atomico,,3
Spring Health,$2B,16-09-2021,Health,New York,United States,North America,2016,$296M,Rethink Impact, Work-Bench, RRE Ventures,,3
StarkWare,$2B,17-11-2021,Cybersecurity,Netanya,Israel,Asia,2018,$161M,Sequoia Capital, Paradigm, Pantera Capital,,3
SWORD Health,$2B,22-11-2021,Health,New York,United States,North America,2015,$296M,Khosla Ventures, Green Innovations, Founders Fund,,3
Tier,$2B,25-10-2021,Travel,Berlin,Germany,Europe,2018,$587M,Northzone Ventures, White Star Capital, Novator Partners,,3
Trendy Group International,$2B,13-02-2012,Consumer & retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners,,,,1
Unqork,$2B,06-10-2020,Fintech,New York,United States,North America,2017,$365M,Blackrock, capitalG, World Lab Innovation,,3
VerbIT,$2B,08-06-2021,Artificial intelligence,New York,United States,North America,2016,$432M,ClalTech, Vertex Ventures, Oryzn Capital,,3
Virta Health,$2B,02-12-2020,Health,San Francisco,United States,North America,2015,$373M,Caffeinated Capital, Obvious Ventures, Venrock,,3
Xinchao Media,$2B,09-04-2018,Internet software & services,Chengdu,China,Asia,2007,$768M,JD.com, Baidu, Vision Plus Capital,,3
Xingyun Group,$2B,24-09-2020,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,$950M,Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings,,3
XtalPi,$2B,11-08-2021,Artificial intelligence,Shenzhen,China,Asia,2014,$786M,Tencent Holdings, 5Y Capital, Sequoia Capital China,,3
Zilch,$2B,10-11-2021,Fintech,London,United Kingdom,Europe,2018,$339M,Gauss Ventures, Ventura Capital, dmg ventures,,3
56PINGTAI,$1B,25-01-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,$188M,QF Capital, QC Capital, Unicom Innovation Venture Capital,,3
Alzheon,$1B,30-09-2020,Health,Framingham,United States,North America,2013,$94M,ARCH Venture Partners, Ally Bridge Group,,,2
Aprogen,$1B,31-05-2019,Health,Seongnam-Si,South Korea,Asia,2000,$62M,Lindeman Asia Investment, Nichi-Iko Pharmaceutical,,,2
Axtria,$1B,13-05-2021,Data management & analytics,Berkeley Heights,United States,North America,2009,$206M,Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India,,3
Cell C,$1B,07-08-2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,$547M,Blue Label Telecoms, Net1 UEPS Technologies,,,2
China Cloud,$1B,11-06-2018,Hardware,Wuxi,China,Asia,2010,$523M,V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management,,3
CredAvenue,$1B,07-03-2022,Fintech,Chennai,India,Asia,2017,$227M,Insight Partners, B Capital Group, Lightspeed Venture Partners,,3
DeepBlue Technology,$1B,16-04-2018,Artificial intelligence,Shanghai,China,Asia,2014,$79M,DESUN Capital, Yunfeng Capital, Meridian Capital,,3
dMed Biopharmaceutical,$1B,12-07-2021,Health,Shanghai,China,Asia,2016,$214M,Qiming Venture Partners, Vivo Capital, Sequoia Capital China,,3
Einride,$1B,31-12-2021,Auto & transportation,Stockholm,Sweden,Europe,2016,$151M,Temasek, BUILD Capital Partners, Northzone Ventures,,3
EQRx,$1B,11-01-2021,Health,Cambridge,United States,North America,2020,$700M,Nextech Invest, Casdin Capital, Google Ventures,,3
Everly Health,$1B,03-12-2020,E-commerce & direct-to-consumer,Austin,United States,North America,2015,$231M,Highland Capital Partners, Next Coast Ventures, SoGal Ventures,,3
Fair,$1B,20-12-2018,Auto & transportation,Santa Monica,United States,North America,2016,$2B,CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group,,3
Flipboard,$1B,22-07-2015,Internet software & services,Palo Alto,United States,North America,2010,$211M,Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners,,3
Globality,$1B,22-01-2019,Artificial intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group,,,,1
Hosjoy,$1B,18-10-2018,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,$139M,U.S.-China Green Fund, Founder H Fund, Richland Equities,,3
Huisuanzhang,$1B,24-05-2021,Fintech,Beijing,China,Asia,2015,$227M,IDG Capital, Gaocheng Capital, Chuanrong Capital,,3
HuJiang,$1B,29-10-2015,Edtech,Shanghai,China,Asia,2001,$223M,China Minsheng Investment, Baidu, Wanxin Media,,3
Hyperchain,$1B,11-04-2021,Fintech,Hangzhou,China,Asia,2016,$249M,Yinhong Equity Investment Fund, E Fund, Ideal International,,3
iTutorGroup,$1B,18-11-2015,Edtech,Shanghai,China,Asia,1998,$315M,QiMing Venture Partners, Temasek Holdings, Silverlink Capital,,3
JimuBox,$1B,21-04-2015,Fintech,Beijing,China,Asia,2013,$131M,Matrix Partners China, Ventech China, Shunwei Capital Partners,,3
Juma Peisong,$1B,26-11-2018,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,$281M,Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital,,3
Justworks,$1B,28-01-2020,Internet software & services,New York,United States,North America,2012,$143M,Index Ventures, Thrive Capital, Bain Capital Ventures,,3
Keenon Robotics,$1B,15-09-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,$229M,Yunqi Partners, SoftBank Group, iVision Ventures,,3
Kuaigou Dache,$1B,13-07-2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,$650M,Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds,,3
LifeMiles,$1B,13-07-2015,Other,Bogota,Colombia,South America,2011,$344M,Advent International,,,,1
LinkSure Network,$1B,01-01-2015,Mobile & telecommunications,Shanghai,China,Asia,2013,$52M,N/A,,,,1
MobiKwik,$1B,13-10-2021,Fintech,Gurugram,India,Asia,2009,$249M,Sequoia Capital India, The Times Group, GMO VenturePartners,,3
Modernizing Medicine,$1B,10-05-2017,Health,Boca Raton,United States,North America,2010,$394M,Warburg Pincus, Summit Partners, Sands Capital,,3
OVH,$1B,15-08-2016,Other,Roubaix,France,Europe,1999,$1B,KKR, TowerBrook Capital Partners,,,2
Phenom People,$1B,07-04-2021,Internet software & services,Ambler,United States,North America,2011,$163M,Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures,,3
Pipa Coding,$1B,25-03-2021,Edtech,Beijing,China,Asia,2017,$268M,Source Code Capital, XVC Venture Capital, Hillhouse Capital Management,,3
Qingting FM,$1B,02-06-2021,Internet software & services,Shanghai,China,Asia,2011,$164M,China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group,,3
Rad Power Bikes,$1B,28-10-2021,Auto & transportation,Seattle,United States,North America,2007,$329M,Durable Capital Partners, Cercano Management, T. Rowe Price,,3
Shukun Technology,$1B,16-08-2021,Artificial Intelligence,Beijing,China,Asia,2017,$211M,Marathon Venture Partners, Huagai Capital, China Creation Ventures,,3
Shulan Health,$1B,01-03-2021,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners,,,,1
SITECH DEV,$1B,16-05-2019,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital,,,,1
Snapdeal,$1B,21-05-2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,$2B,SoftBankGroup, Blackrock, Alibaba Group,,3
SumUp,$1B,16-07-2019,Fintech,London,United Kingdom,Europe,2011,$1B,American Express Ventures, Goldman Sachs, Bain Capital Credit,,3
TalkingData,$1B,06-01-2021,Mobile & telecommunications,Beijing,China,Asia,2013,$310M,N5 Capital, CR Capital Mgmt, JD Digits,,3
TUNGEE,$1B,15-12-2021,Artificial Intelligence,Guangzhou,China,Asia,2016,$171M,UNITY VENTURES, Qiming Venture Partners, GGV Capital,,3
UISEE Technology,$1B,25-01-2021,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,$154M,Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures,,3
Valgen Medtech,$1B,06-05-2021,Health,Hangzhou,China,Asia,2015,$188M,Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners,,3
Vectra Networks,$1B,29-04-2021,Artificial intelligence,San Jose,United States,North America,2011,$352M,IA Ventures, Khosla Ventures, AME Cloud Ventures,,3
Venafi,$1B,10-12-2020,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,Pelion Venture Partners, Foundation Capital, Thoma Bravo,,3
Wacai,$1B,18-07-2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,$369M,Qiming Venture Partners, China Broadband Capital, CDH Investments,,3
WeBull,$1B,18-02-2021,Fintech,Changsha,China,Asia,2016,$230M,Bojiang Capital, Hongdao Capital, Mobai Capital,,3
WTOIP,$1B,08-04-2018,Internet software & services,Guangzhou,China,Asia,2013,$307M,Dark Horse Technology Group, Hopu Investment Management, Kefa Capital,,3
Xiaobing,$1B,12-07-2021,Fintech,Beijing,China,Asia,2020,Unknown,NetEase Capital, Northern Light Venture Capital, Microsoft,,3
Xiaoe Tech,$1B,15-06-2021,Internet software & services,Shenzhen,China,Asia,2015,$149M,GGV Capital, Hillhouse Capital Management, IDG Capital,,3
Yiguo,$1B,09-11-2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,$800M,Alibaba Group, KKR, Goldman Sachs,,3
Yimidida,$1B,14-01-2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$554M,Source Code Capital, Global Logistic Properties, K2VC,,3
Yipin Shengxian,$1B,11-03-2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,$658M,Eastern Bell Capital, Capital Today, Longzhu Capital,,3
Ynsect,$1B,21-02-2019,Other,Evry,France,Europe,2011,$393M,Astanor Ventures, Upfront Ventures, IDInvest Partners,,3
Hello TransTech,$1B,01-06-2018,Auto & transportation,Shanghai,China,Asia,2016,$2B,Ant Financial Services Group, GGV Capital,,,2
Miaoshou Doctor,$1B,27-06-2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$947M,Sequoia Capital China, Qiming Venture Partners, Tencent Holdings,,3
ECARX,$1B,26-10-2020,Auto & transportation,Wuhan,China,Asia,2016,$394M,Geely, SIG Asia Investments, China State Capital Venture Capital Fund,,3
Eat Just,$1B,30-11-2017,Consumer & retail,San Francisco,United States,North America,2011,$440M,Khosla Ventures, Horizons Ventures, Founders Fund,,3
Trumid,$1B,15-07-2020,Fintech,New York,United States,North America,2014,$660M,T. Rowe Price, Dragoneer Investment Group, BlackRock,,3
Qualia,$1B,21-12-2020,Fintech,San Francisco,United States,North America,2015,$160M,8VC, Menlo Ventures, Tiger Global Management,,3
Beisen,$1B,11-05-2021,Internet software & services,Beijing,China,Asia,2002,$388M,Matrix Partners China, Sequoia Capital China, Genesis Capital,,3
Earnix,$1B,21-02-2021,Fintech,Giv'atayim,Israel,Asia,2001,$98M,Jerusalem Venture Partners, Israel Growth Partners, Insight Partners,,3
Kujiale,$1B,25-10-2019,Internet software & services,Hangzhou,China,Asia,2011,$235M,GGV Capital, IDG Capital, Linear Venture,,3
Orca Security,$1B,23-03-2021,Cybersecurity,Portland,United States,North America,2019,$632M,YL Ventures, Redpoint Ventures, GGV Capital,,3
Apus Group,$1B,16-01-2015,Mobile & telecommunications,Beijing,China,Asia,2014,$116M,Redpoint Ventures, QiMing Venture Partners, Chengwei Capital,,3
Forte Labs,$1B,12-05-2021,Fintech,San Francisco,United States,North America,2018,$910M,Iris Capital, Accel, Elaia Partners,,3
CureFit,$1B,10-11-2021,Health,Bengaluru,India,Asia,2016,$665M,Chiratae Ventures, Accel, Kalaari Capital,,3
DT Dream,$1B,08-06-2017,Data management & analytics,Hangzhou,China,Asia,2015,$267M,Alibaba Group, China Everbright Investment Management, Yinxinggu Capital,,3
fabric,$1B,24-02-2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,$294M,Redpoint Ventures, Norwest Venture Partners, Sierra Ventures,,3
JOLLY Information Technology,$1B,29-05-2018,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,$96M,Legend Capital, CDH Investments, Sequoia Capital China,,3
K Health,$1B,19-01-2021,Health,New York,United States,North America,2016,$271M,Max Ventures, Mangrove Capital Partners, 14W,,3
Mofang Living,$1B,13-04-2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,$650M,Warburg Pincus, Aviation Industry Corporation of China,,,2
Spendesk,$1B,18-01-2022,Fintech,Paris,France,Europe,2015,$314M,Index Ventures, Eight Roads Ventures, General Atlantic,,3
TaxBit,$1B,04-08-2021,Fintech,Draper,United States,North America,2018,$236M,Insight Partners, Coinbase Ventures, PayPal Ventures,,3
XiaoZhu,$1B,01-11-2017,Travel,Beijing,China,Asia,2012,$572M,Morningside Ventures, Capital Today, JOY Capital,,3
Yijiupi,$1B,20-09-2018,Consumer & retail,Beijing,China,Asia,2014,$511M,Source Code Capital, Meituan Dianping, Tencent Holdings,,3
YunQuNa,$1B,29-06-2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$207M,Source Code Capital, Coatue Management, DCM Ventures,,3
Bordrin Motors,$1B,03-06-2019,Auto & transportation,Shanghai,China,Asia,2016,$362M,China Grand Prosperity Investment, CSC Group,,,2
Aleo,$1B,07-02-2022,Cybersecurity,San Francisco,United States,North America,2019,$228M,Slow Ventures, Andreessen Horowitz, SoftBank Group,,3
Coocaa,$1B,16-03-2018,Hardware,Shenzhen,China,Asia,2006,$218M,Baidu, Tencent Holdings,,,2
Gymshark,$1B,14-08-2020,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic,,,,1
M1 Finance,$1B,14-07-2021,Fintech,Chicago,United States,North America,2015,$323M,Left Lane Capital, Clocktower Technology Ventures, Jump Capital,,3
Ouyeel,$1B,27-06-2019,Internet software & services,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital,,,,1
SonderMind,$1B,28-07-2021,Health,Denver,United States,North America,2014,$183M,Kickstart Fund, General Catalyst, Drive Capital,,3
Astranis Space Technologies,$1B,14-04-2021,Mobile & telecommunications,San Francisco,United States,North America,2015,$303M,Refactor Capital, Andreessen Horowitz, Fifty Years Fund,,3
Away,$1B,15-05-2019,E-commerce & direct-to-consumer,New York,United States,North America,2015,$181M,Global Founders Capital, Comcast Ventures, Forerunner Ventures,,3
Cabify,$1B,22-01-2018,Auto & transportation,Madrid,Spain,Europe,2011,$407M,Seaya Ventures, Otter Rock Capital, Rakuten,,3
Clarify Health,$1B,05-04-2022,Health,San Francisco,United States,North America,2015,$328M,KKR, Aspenwood Ventures, Spark Capital,,3
Coda,$1B,08-07-2021,Internet software & services,Mountain View,United States,North America,2014,$240M,Greylock Partners, General Catalyst, Khosla Ventures,,3
Deezer,$1B,02-08-2018,Internet software & services,Paris,France,Europe,2007,$532M,Orange Digital Ventures, Access Industries,,,2
Degreed,$1B,13-04-2021,Edtech,Pleasanton,United States,North America,2012,$318M,Signal Peak Ventures, Owl Ventures, Jump Capital,,3
Deliverect,$1B,24-01-2022,Fintech,Ghent,Belgium,Europe,2018,$237M,Newion Partners, SmartFin Capital, OMERS Ventures,,3
Envoy,$1B,11-01-2022,Internet software & services,San Francisco,United States,North America,2013,$170M,Andreessen Horowitz, Initialized Capital, TriplePoint Capital,,3
Epidemic Sound,$1B,11-03-2021,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,EQT Partners, Blackstone,,,2
Figment,$1B,20-12-2021,Internet software & services,Toronto,Canada,North America,2018,$165M,Bonfire Ventures, Two Sigma Ventures, FJ Labs,,3
Firebolt,$1B,26-01-2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,TLV Partners, Zeev Ventures, Bessemer Venture Partners,,3
Five Star Business Finance,$1B,26-03-2021,Other,Chennai,India,Asia,1984,$456M,Sequoia Capital India, Tiger Global Management, Tencent,,3
GupShup,$1B,08-04-2021,Internet software & services,San Francisco,United States,North America,2011,$384M,Helion Venture Partners, Tiger Global management, CRV,,3
Kong,$1B,31-12-2020,Internet software & services,San Francisco,United States,North America,2007,$169M,New Enterprise Associates, CRV, Index Ventures,,3
Koudai,$1B,23-10-2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,New Enterprise Associates, Tiger Global management, Tencent,,3
Panther Labs,$1B,02-12-2021,Cybersecurity,San Francisco,United States,North America,2018,$141M,Innovation Endeavors, s28 Capital, Lightspeed Venture Partners,,3
Papa,$1B,04-11-2021,Health,Miami,United States,North America,2016,$241M,Initialized Capital, Canaan Partners, Sound Ventures,,3
Pristyn Care,$1B,07-12-2021,Health,Gurugram,India,Asia,2018,$177M,Sequoia Capital India, Hummingbird Ventures, Epiq Capital,,3
Rebel Foods,$1B,07-10-2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,Sequoia Capital India, Lightbox Ventures, Coatue Management,,3
Salt Security,$1B,10-02-2022,Cybersecurity,Palo Alto,United States,North America,2016,$271M,Y Combinator, S Capital, Tenaya Capital,,3
Scalable Capital,$1B,08-06-2021,Fintech,Munich,Germany,Europe,2014,$314M,BlackRock, Tengelmann Ventures, Holtzbrinck Ventures,,3
SparkCognition,$1B,25-01-2022,Artificial intelligence,Austin,United States,North America,2013,$286M,March Capital Partners, Temasek, Doha Venture Capital,,3
Stash,$1B,03-02-2021,Fintech,New York,United States,North America,2015,$426M,Goodwater Capital, Entree Capital, Valar Ventures,,3
Symphony,$1B,16-05-2017,Fintech,New York,United States,North America,2014,$511M,BNP Paribas, Goldman Sachs, Google,,3
Tripledot,$1B,14-02-2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,Lightspeed Venture Partners, Access Industries, Eldridge,,3
VideoAmp,$1B,21-10-2021,Internet software & services,Los Angeles,United States,North America,2014,$382M,Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners,,3
Yidian Zixun,$1B,17-10-2017,Mobile & telecommunications,Beijing,China,Asia,2021,$151M,Phoenix New Media, Tianjin Haihe Industry Fund,,,2
Yotpo,$1B,18-03-2021,Internet software & services,New York,United States,North America,2011,$436M,Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital,,3
Neon,$1B,14-02-2022,Fintech,Sao Paulo,Brazil,South America,2016,$720M,Propel Venture Partners, Monashees+, BBVA,,3
Veepee,$1B,02-07-2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,Summit Partners, Qatar Holding,,,2
Alloy,$1B,30-09-2021,Fintech,New York,United States,North America,2015,$156M,Bessemer Venture Partners, Eniac Ventures, Canapi Ventures,,3
Epirus,$1B,14-02-2022,Other,Hawthorne,United States,North America,2018,$287M,8VC, Bedrock Capital, Broom Ventures,,3
Klook,$1B,07-08-2018,Travel,Central,Hong Kong,Asia,2014,$722M,Sequoia Capital China, Goldman Sachs, Matrix Partners China,,3
Yaoshibang,$1B,15-06-2021,Health,Guangzhou,China,Asia,2015,$496M,Green Pine Capital Partners, Ivy Capital, DCM Ventures,,3
Signifyd,$1B,15-04-2021,Fintech,San Jose,United States,North America,2011,$390M,Menlo Ventures, Resolute Ventures, IA Ventures,,3
Motorway,$1B,29-11-2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,Marchmont Ventures, BMW i Ventures, Index Ventures,,3
RIDI,$1B,24-01-2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,Atinum Investment, Company K Partners, GIC,,3
Athletic Greens,$1B,25-01-2022,Health,New York,United States,North America,2010,$115M,SC.Holdings, Not Boring Capital, Bolt Ventures,,3
GPclub,$1B,22-10-2018,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs,,,,1
Grove Collaborative,$1B,06-09-2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,MHS Capital, NextView Ventures, Mayfield Fund,,3
Tongdun Technology,$1B,25-04-2019,Cybersecurity,Hangzhou,China,Asia,2013,$252M,Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.,,3
Unisound,$1B,19-07-2018,Artificial intelligence,Beijing,China,Asia,2012,$361M,Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures,,3
Betterment,$1B,29-09-2021,Fintech,New York,United States,North America,2010,$335M,Bessemer Venture Partners, Menlo Ventures, Anthermis,,3
Cava Group,$1B,27-04-2021,Other,Washington,United States,North America,2010,$738M,SWaN & Legend Ventures, Revolution Growth, Invus Group,,3
CoinTracker,$1B,27-01-2022,Fintech,San Francisco,United States,North America,2017,$102M,Initialized Capital, General Catalyst, Kraken Ventures,,3
DistroKid,$1B,16-08-2021,Internet software & services,New York,United States,North America,2013,Unknown,Insight Partners, Silversmith Capital Partners, Spotify,,3
Domestika,$1B,27-01-2022,Internet software & services,Berkeley,United States,North America,2012,$130M,Zeev Ventures, GSV Ventures,,,2
Flock Freight,$1B,20-10-2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,SignalFire, GLP Capital Partners, Google Ventures,,3
InSightec,$1B,06-03-2020,Health,Tirat Carmel,Israel,Asia,1999,$633M,York Capital Management, GE Healthcare, Koch Disruptive Technologies,,3
Island,$1B,23-03-2022,Internet software & services,Dallas,United States,North America,2020,$215M,Insight Partners, Sequoia Capital, Stripes Group,,3
iTrustCapital,$1B,11-01-2022,Fintech,Long Beach,United States,North America,2018,$128M,Left Lane Capital, Walden Venture Capital,,,2
Konfio,$1B,29-09-2021,Fintech,Mexico City,Mexico,North America,2013,$378M,Kaszek Ventures, QED Investors, International Finance Corporation,,3
LinkTree,$1B,16-03-2022,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,AirTree Ventures, Insight Partners, Index Ventures,,3
Loadsmart,$1B,01-02-2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,Chromo Invest, Maersk Growth, BlackRock,,3
Lukka,$1B,14-01-2022,Fintech,New York,United States,North America,2014,$201M,Liberty City Ventures, Soros Fund Management, Summer Capital,,3
Manner,$1B,24-12-2020,Other,Shanghai,China,Asia,2015,$10M,Coatue Management, H Capital, Capital Today,,3
The Brandtech Group,$1B,19-11-2019,Other,New York,United States,North America,2015,$610M,Undisclosed,,,,1
TravelPerk,$1B,12-01-2022,Travel,Barcelona,Spain,Europe,2015,$408M,LocalGlobe, Kinnevik, Felix Capital,,3
YugaByte,$1B,28-10-2021,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures,,3
Intercom,$1B,27-03-2018,Internet software & services,San Francisco,United States,North America,2011,$241M,FirstMark Capital, Tiger Global Management,,,2
OVO Energy,$1B,14-02-2019,Other,Bristol,United Kingdom,Europe,2009,$324M,Mitsubishi Corporation, Mayfair Equity Partners,,,2
BigID,$1B,16-12-2020,Cybersecurity,New York,United States,North America,2015,$246M,BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners,,3
CaptivateIQ,$1B,26-01-2022,Fintech,San Francisco,United States,North America,2014,$165M,Sequoia Capital, Y Combinator, Accel,,3
Flipdish,$1B,13-01-2022,Internet software & services,Dublin,Ireland,Europe,2015,$157M,Tencent Holdings, Tiger Global Management, Global Founders Capital,,3
Honor Technology,$1B,05-10-2021,Internet software & services,San Francisco,United States,North America,2014,$325M,Andreessen Horowitz, Prosus Ventures, Thrive Capital,,3
Incode Technologies,$1B,07-12-2021,Cybersecurity,San Francisco,United States,North America,2015,$257M,Dila Capital, Framework Ventures, 3L,,3
Kuaikan Manhua,$1B,01-12-2017,Internet software & services,Beijing,China,Asia,2014,$594M,Sequoia Capital China, CMC Capital Partners, Tencent Holdings,,3
Marshmallow,$1B,08-09-2021,Fintech,London,United Kingdom,Europe,2017,$116M,Passion Capital, Hedosophia, Outrun Ventures,,3
Mythical Games,$1B,04-11-2021,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,Javelin Venture Partners, Struck Capital, Alumni Ventures Group,,3
Route,$1B,21-01-2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,Madrona Venture Group, Banner Ventures, FJ Labs,,3
Tackle.io,$1B,21-12-2021,Internet software & services,Boise,United States,North America,2016,$148M,Andreessen Horowitz, Bessemer Venture Partners, Coatue Management,,3
Nexii,$1B,08-09-2021,Other,Vancouver,Canada,North America,2020,$45M,Trane Technologies, Honeywell,,,2
GalaxySpace,$1B,17-11-2020,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,Shunwei Capital Partners, 5Y Capital, Legend Capital,,3
Insider,$1B,28-02-2022,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,Wamda Capital, Endeavor, Riverwood Capital,,3
Spiber,$1B,08-09-2021,Other,Tsuruoka,Japan,Asia,2007,$520M,Cool Japan Fund, JAFCO, The Carlyle Group,,3
Ada Support,$1B,07-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,$191M,Version One Ventures, Bessemer Venture Partners, FirstMark Capital,,3
AgentSync,$1B,07-12-2021,Fintech,Denver,United States,North America,2018,$111M,Craft Ventures, Caffeinated Capital, Operator Collective,,3
Alation,$1B,03-06-2021,Internet software & services,Redwood City,United States,North America,2012,$192M,Costanoa Ventures, Data Collective, Salesforce Ventures,,3
BigPanda,$1B,12-01-2022,Artificial intelligence,Mountain View,United States,North America,2012,$317M,Advent International, Battery Ventures, Sequoia Capital Israel,,3
CarDekho,$1B,13-10-2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management,,3
Copado,$1B,13-09-2021,Data management & analytics,Chicago,United States,North America,2013,$271M,Insight Partners, Salesforce Ventures, Perpetual Investors,,3
DailyPay,$1B,18-05-2021,Fintech,New York,United States,North America,2016,$189M,RPM Ventures, Inspiration Ventures, Carrick Capital Partners,,3
FloQast,$1B,21-07-2021,Fintech,Los Angeles,United States,North America,2013,$230M,Polaris Partners, Insight Partners, Norwest Venture Partners,,3
Gem,$1B,28-09-2021,Internet software & services,San Francisco,United States,North America,2017,$148M,Accel, Greylock Partners, Meritech Capital Partners,,3
GrubMarket,$1B,14-09-2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,GGV Capital, BlackRock, ACE & Company,,3
Helium Systems,$1B,22-02-2022,Internet software & services,San Francisco,United States,North America,2013,$365M,FirstMark Capital, Tiger Global Management, FTX Venture,,3
Inari,$1B,12-05-2021,Other,Cambridge,United States,North America,2016,$337M,Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai,,3
